sampleID	pair		pairing_type	inter_vs_intra	dvh	D.line	D.generation	D.epd	D.colony	mmp	M.line	M.generation	M.epd	M.colony	rate	yield	source	used.model	picked.model	measure	avg.rate	sd.rate	avg.yield	sd.yield	notes	isgood	wasmodified	windowsize	rate_Kris	rate_Kris_sd	OD_Kris	OD_Kris_sd			
5/6/2019-sAP-08	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029140212	0.450604404	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	1	100	0.135360503	0.002489792	0.472758	0.007129998	7	0.135360503	0.472758
5/31/2019-sPCP-01	UE3.152.09.D03 & UE3.152.03.M03	UE3.152.09.D03 & UE3.152.03.M03Jess	Dev_Mev	D9_M3	UE3.152.09.D03	UE3	152	9	D03	UE3.152.03.M03	UE3	152	3	M03	0.022647476	0.407547058	Jess	default	richards	OD600	0.021489499	0.002876577	0.410227978	0.02320446		0	0	25	0.171533761	0.002695183	0.431422627	0.004487421	13	0.171533761	0.431422627
5/31/2019-sPCP-02	UE3.152.09.D03 & UE3.152.03.M03	UE3.152.09.D03 & UE3.152.03.M03Jess	Dev_Mev	D9_M3	UE3.152.09.D03	UE3	152	9	D03	UE3.152.03.M03	UE3	152	3	M03	0.019641761	0.414698037	Jess	default	richards	OD600	0.021489499	0.002876577	0.410227978	0.02320446		0	0	22	0.213689768	0.019088449	0.43548193	0.002229385	13	0.213689768	0.43548193
5/31/2019-sPCP-04	UE3.152.09.D03 & UE3.152.03.M03	UE3.152.09.D03 & UE3.152.03.M03Jess	Dev_Mev	D9_M3	UE3.152.09.D03	UE3	152	9	D03	UE3.152.03.M03	UE3	152	3	M03	0.01766002	0.399085269	Jess	default	richards	OD600	0.021489499	0.002876577	0.410227978	0.02320446		0	0	13	0.106134896	0.001456667	0.413913717	0.001713657	13	0.106134896	0.413913717
5/31/2019-sPCP-05	UE3.152.09.D03 & UE3.152.03.M03	UE3.152.09.D03 & UE3.152.03.M03Jess	Dev_Mev	D9_M3	UE3.152.09.D03	UE3	152	9	D03	UE3.152.03.M03	UE3	152	3	M03	0.022432481	0.383610079	Jess	default	richards	OD600	0.021489499	0.002876577	0.410227978	0.02320446		0	0	26	0.283373149	0.018202535	0.409552245	0.022164218	13	0.283373149	0.409552245
5/31/2019-sPCP-07	UE3.152.09.D03 & UE3.152.03.M03	UE3.152.09.D03 & UE3.152.03.M03Jess	Dev_Mev	D9_M3	UE3.152.09.D03	UE3	152	9	D03	UE3.152.03.M03	UE3	152	3	M03	0.025065755	0.446199448	Jess	default	richards	OD600	0.021489499	0.002876577	0.410227978	0.02320446		0	0	27	0.155504095	0.002980077	0.459991037	0.015038378	13	0.155504095	0.459991037
5/6/2019-sPFO-01	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.018214572	0.495560569	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		0	0	30	0.062183486	0.001507578	0.500373127	0.003243164	14	0.062183486	0.500373127
5/6/2019-sPFO-02	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.019814066	0.496956906	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		0	0	15	0.089738865	0.000460976	0.491491266	0.00277991	14	0.089738865	0.491491266
5/6/2019-sPFO-03	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.015532984	0.48902022	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		0	1	50	0.048748153	0.000136392	0.481408953	0.002915504	14	0.048748153	0.481408953
5/6/2019-sPFO-04	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.018918074	0.475236345	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		0	0	60	0.101448065	0.002459372	0.468609064	0.012165808	14	0.101448065	0.468609064
5/6/2019-sPFO-05	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.020462884	0.482230157	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		0	0	14	0.100009799	0.001634708	0.484390057	0.019158818	14	0.100009799	0.484390057
11/15/2019-sCP-19	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	18	0.087212313	0.001162938	0.440552287	0.001400351	14	0.087212313	0.440552287
11/15/2019-sCP-20	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	19	0.059562763	0.001008083	0.431835209	0.003792705	14	0.059562763	0.431835209
11/15/2019-sCP-21	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	32	0.077220502	0.018780222	0.410479054	0.012007967	14	0.077220502	0.410479054
11/15/2019-sCP-22	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	17	0.078644624	0.001778584	0.433570245	0.007617671	14	0.078644624	0.433570245
11/15/2019-sCP-23	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	24	0.066692839	0.000768	0.398559112	0.01200022	14	0.066692839	0.398559112
11/15/2019-sCP-24	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03			Jess									0	0	32	0.049856739	0.0093493	0.397303797	0.004298358	14	0.049856739	0.397303797
4/26/2019-sOP-29	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.023871658	0.489266831	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		1	1	11	0.24013656	0.029500581	0.497688	0.006929294	11	#N/A	#N/A
4/26/2019-sOP-30	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.023652043	0.486426442	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		1	1	29	0.397967645	0.021495362	0.494354	0.002704973	11	#N/A	#N/A
4/26/2019-sOP-53	DvH Anc. (D2) & UE3.152.09.M02	DvH Anc. (D2) & UE3.152.09.M02Jess	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008277776	0.403055007	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743		1	1	17	0.248612404	0.039741291	0.41286	0.003600181	4	#N/A	#N/A
4/26/2019-sOP-55	DvH Anc. (D2) & UE3.152.09.M02	DvH Anc. (D2) & UE3.152.09.M02Jess	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.008310078	0.365171695	Jess	richards	richards	OD600	0.007921508	0.001285061	0.360892918	0.019043743		1	1	29	0.306648964	0.014854294	0.366242	0.008982387	4	#N/A	#N/A
4/26/2019-sOP-60	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.023350823	0.455122663	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		1	1	16	0.285084454	0.062354887	0.483204	0.030194743	10	#N/A	#N/A
4/26/2019-sOP-66	DvH Anc. (D2) & Mmp Anc. (M1)	DvH Anc. (D2) & Mmp Anc. (M1)Jess	Dan_Man	D0_M0	AN.02.D.NA	AN	2	D	An	AN.01.M.NA	AN	1	M	An	0.00737297	0.305860409	Jess	richards	richards	OD600	0.006337627	0.001046772	0.283751737	0.023720021		1	1	20	0.380341376	0.048875957	0.353064	0.004675819	1	#N/A	#N/A
4/26/2019-sOP-68	DvH Anc. (D2) & Mmp Anc. (M1)	DvH Anc. (D2) & Mmp Anc. (M1)Jess	Dan_Man	D0_M0	AN.02.D.NA	AN	2	D	An	AN.01.M.NA	AN	1	M	An	0.006253492	0.307241719	Jess	richards	richards	OD600	0.006337627	0.001046772	0.283751737	0.023720021		1	1	70	0.121598252	0.011100055	0.315172	0.017954358	1	#N/A	#N/A
4/26/2019-sOP-69	DvH Anc. (D2) & Mmp Anc. (M1)	DvH Anc. (D2) & Mmp Anc. (M1)Jess	Dan_Man	D0_M0	AN.02.D.NA	AN	2	D	An	AN.01.M.NA	AN	1	M	An	0.005958317	0.235847319	Jess	richards	richards	OD600	0.006337627	0.001046772	0.283751737	0.023720021		1	1	19	0.543763843	0.052771092	0.300644	0.160034828	1	#N/A	#N/A
4/26/2019-sOP-72	DvH Anc. (D2) & Mmp Anc. (M1)	DvH Anc. (D2) & Mmp Anc. (M1)Jess	Dan_Man	D0_M0	AN.02.D.NA	AN	2	D	An	AN.01.M.NA	AN	1	M	An	0.008435691	0.293355949	Jess	richards	richards	OD600	0.006337627	0.001046772	0.283751737	0.023720021		1	1	13	0.59702294	0.083660969	0.304418	0.012220923	1	#N/A	#N/A
4/26/2019-sOP-78	DvH Anc. (D2) & UE3.152.03.M02	DvH Anc. (D2) & UE3.152.03.M02Jess	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M02	UE3	152	3	M02	0.009288542	0.358095918	Jess	richards	richards	OD600	0.008549411	0.001602946	0.363600373	0.0294478		1	1	18	0.178663513	0.012188494	0.350988	0.00144785	2	#N/A	#N/A
4/26/2019-sOP-79	DvH Anc. (D2) & UE3.152.03.M02	DvH Anc. (D2) & UE3.152.03.M02Jess	Dan_Mev	D0_M3	AN.02.D.NA	AN	2	D	An	UE3.152.03.M02	UE3	152	3	M02	0.012003819	0.408287342	Jess	logistic	logistic	OD600	0.008231323	0.002444592	0.400722551	0.042233755		1	1	20	0.303301941	0.019292585	0.388916	0.004582033	2	#N/A	#N/A
5/6/2019-sAP-05	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029077141	0.456858037	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		1	1	26	0.207288737	0.005881367	0.481022	0.003484684	7	#N/A	#N/A
5/6/2019-sPFO-06	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.025809	0.50607658	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		1	1	28	0.391315436	0.016374993	0.490625419	0.003188182	14	#N/A	#N/A
5/6/2019-sPFO-07	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.020702101	0.477408163	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		1	1	28	0.203214354	0.013943527	0.479478417	0.006641097	14	#N/A	#N/A
5/6/2019-sPFO-08	UE3.152.09.D03 & UE3.152.09.M03	UE3.152.09.D03 & UE3.152.09.M03Jess	Dev_Mev	D9_M9	UE3.152.09.D03	UE3	152	9	D03	UE3.152.09.M03	UE3	152	9	M03	0.024266624	0.493163021	Jess	richards	richards	OD600	0.020465038	0.003168024	0.489456495	0.010219372		1	1	25	0.335245367	0.012247618	0.493446491	0.012544875	14	#N/A	#N/A
5/6/2019-sPFO-13	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.036369724	0.369773355	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		1	1	30	0.412243116	0.018921409	0.482490446	0.001753304	6	#N/A	#N/A
5/6/2019-sPFO-16	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.02832365	0.350200474	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		1	1	26	0.362346764	0.018877744	0.475057578	0.012104289	6	#N/A	#N/A
11/15/2019-sCP-13	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									1	1	27	0.317755237	0.020607924	0.541208263	0.018574532	14	#N/A	#N/A
