sampleID	pair		pairing_type	inter_vs_intra	dvh	D.line	D.generation	D.epd	D.colony	mmp	M.line	M.generation	M.epd	M.colony	rate	yield	source	used.model	picked.model	measure	avg.rate	sd.rate	avg.yield	sd.yield	notes	isgood	wasmodified	windowsize	rate_Kris	rate_Kris_sd	OD_Kris	OD_Kris_sd			
4/26/2019-sOP-22	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023401686	0.487172757	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963		0	1	120	0.074175238	0.001503548	0.486132	0.014796703	8	0.074175238	0.486132
4/26/2019-sOP-23	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.024049708	0.491332136	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963		0	0	83	0.093259833	0.005391079	0.488488	0.024285341	8	0.093259833	0.488488
4/26/2019-sOP-24	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023566691	0.476497416	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963		0	1	55	0.07483374	0.000254673	0.466316	0.002061778	8	0.07483374	0.466316
5/31/2019-sPCP-17	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022509503	0.443926126	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	16	0.096958219	0.000702833	0.472225118	0.00957268	8	0.096958219	0.472225118
5/31/2019-sPCP-18	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022704235	0.462265191	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	14	0.089143648	0.002980778	0.481085695	0.018240102	8	0.089143648	0.481085695
5/31/2019-sPCP-19	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023783174	0.447343866	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	1	50	0.100445253	0.00076047	0.458856321	0.004398457	8	0.100445253	0.458856321
5/31/2019-sPCP-20	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022891783	0.445577985	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	9	0.097980245	0.001662288	0.45480117	0.004276495	8	0.097980245	0.45480117
5/31/2019-sPCP-21	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023302731	0.466468995	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	28	0.074748597	0.000806333	0.487993542	0.008706151	8	0.074748597	0.487993542
5/31/2019-sPCP-22	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022458253	0.446243316	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	14	0.09833389	0.003493079	0.463889805	0.004258427	8	0.09833389	0.463889805
5/31/2019-sPCP-23	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.021117543	0.427066559	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	24	0.086814483	0.000518555	0.439769202	0.014130903	8	0.086814483	0.439769202
5/31/2019-sPCP-24	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022440118	0.441109848	Jess	default	richards	OD600	0.022650918	0.000776486	0.447500236	0.012272289		0	0	16	0.102717754	0.002981829	0.455801276	0.001286042	8	0.102717754	0.455801276
11/15/2019-sCP-07	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	0	28	0.072601109	0.001865274	0.485232241	0.012260835	14	0.072601109	0.485232241
11/15/2019-sCP-08	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	0	22	0.115347769	0.002251603	0.458952814	0.005183857	14	0.115347769	0.458952814
11/15/2019-sCP-09	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	0	30	0.064579566	0.002662448	0.448096512	0.015288353	14	0.064579566	0.448096512
11/15/2019-sCP-10	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	0	26	0.050017217	0.000493672	0.451092764	0.003787408	14	0.050017217	0.451092764
11/15/2019-sCP-11	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	0	23	0.079908618	0.001969751	0.421184591	0.005751482	14	0.079908618	0.421184591
11/15/2019-sCP-12	UE3.152.09.D01 & UE3.152.09.M01	UE3.152.09.D01 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	50	0.10440033	0.002070758	0.439653785	0.003150572	14	0.10440033	0.439653785
7/12/2019-sPMO2-41	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	220	0.098089493	0.001529071	0.4546	0.004560702	14	0.098089493	0.4546
7/12/2019-sPMO2-42	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	95	0.079414601	0.001068247	0.426	0.00212132	14	0.079414601	0.426
7/12/2019-sPMO2-43	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	130	0.067050108	0.001071446	0.4802	0.010305338	14	0.067050108	0.4802
7/12/2019-sPMO2-44	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	85	0.074839475	0.001657195	0.454	0.031591138	14	0.074839475	0.454
7/12/2019-sPMO2-45	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	180	0.079478766	0.002394906	0.4532	0.003962323	14	0.079478766	0.4532
7/12/2019-sPMO2-46	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	100	0.074070688	0.001278127	0.4514	0.001949359	14	0.074070688	0.4514
7/12/2019-sPMO2-47	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	60	0.096295053	0.001894981	0.4704	0.0060663	14	0.096295053	0.4704
7/12/2019-sPMO2-48	UE3.152.09.D02 & UE3.152.09.M01	UE3.152.09.D02 & UE3.152.09.M01Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M01	UE3	152	9	M01			Jess									0	1	111	0.073375392	0.001097487	0.431	0.009300538	14	0.073375392	0.431
5/6/2019-sPFO-09	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.017772373	0.39290497	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		0	0	24	0.078293494	0.00263552	0.497048211	0.033910766	6	0.078293494	0.497048211
5/6/2019-sPFO-10	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020892987	0.387355745	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		0	0	26	0.096068774	0.001592051	0.476011119	0.00415616	6	0.096068774	0.476011119
5/6/2019-sPFO-11	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.015755959	0.410281604	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291		0	0	41	0.059585926	0.000712636	0.505067207	0.016615954	6	0.059585926	0.505067207
5/6/2019-sPFO-12	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.024757793	0.403332322	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		0	0	104	0.110018672	0.001527015	0.5128616	0.003921846	6	0.110018672	0.5128616
5/6/2019-sPFO-14	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.026873119	0.392816657	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398		0	0	33	0.101439114	0.000702099	0.62912623	0.007359711	6	0.101439114	0.62912623
5/6/2019-sPFO-15	UE3.152.03.D02 & UE3.152.09.M02	UE3.152.03.D02 & UE3.152.09.M02Jess	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.02238029	0.490317086	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015		0	0	27	0.101790205	0.001492894	0.504443406	0.010192057	6	0.101790205	0.504443406
4/26/2019-sOP-57	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.024451147	0.463832445	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	1	80	0.068230607	0.000438563	0.497794	0.011977336	10	0.068230607	0.497794
4/26/2019-sOP-58	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.023397514	0.457167126	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	1	70	0.072126796	0.004114273	0.476182	0.004805613	10	0.072126796	0.476182
4/26/2019-sOP-61	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.027268399	0.505368335	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	0	41	0.065346889	0.003320891	0.580964	0.051099966	10	0.065346889	0.580964
4/26/2019-sOP-62	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.021293519	0.490840029	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	1	120	0.053698608	0.002051339	0.51143	0.007490945	10	0.053698608	0.51143
4/26/2019-sOP-63	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.025582626	0.47319532	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	0	31	0.087441311	0.001364272	0.485582	0.006711339	10	0.087441311	0.485582
4/26/2019-sOP-64	UE3.152.09.D02 & UE3.152.03.M02	UE3.152.09.D02 & UE3.152.03.M02Jess	Dev_Mev	D9_M3	UE3.152.09.D02	UE3	152	9	D02	UE3.152.03.M02	UE3	152	3	M02	0.025087167	0.45788666	Jess	richards	richards	OD600	0.024347314	0.001832933	0.471916083	0.018565999		0	1	100	0.060865122	0.000482553	0.479582	0.022338668	10	0.060865122	0.479582
4/26/2019-sOP-25	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.023703362	0.495447037	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	0	30	0.066068869	0.001563457	0.496422	0.004231243	11	0.066068869	0.496422
4/26/2019-sOP-26	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.02447948	0.512477235	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	0	27	0.064626278	0.000460321	0.519986	0.007187056	11	0.064626278	0.519986
4/26/2019-sOP-27	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.024038763	0.499934842	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	1	30	0.078685663	0.001973121	0.50348	0.008523808	11	0.078685663	0.50348
4/26/2019-sOP-28	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.021863183	0.475843321	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	1	40	0.092864154	0.001893477	0.469786	0.019428081	11	0.092864154	0.469786
4/26/2019-sOP-31	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.02525022	0.497848171	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	0	60	0.098279195	0.005617578	0.510308	0.013847537	11	0.098279195	0.510308
4/26/2019-sOP-32	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.022486737	0.483994053	Jess	richards	richards	OD600	0.023629917	0.001130638	0.478288446	0.023773039		0	1	70	0.086416741	0.004126364	0.476922	0.004196936	11	0.086416741	0.476922
5/31/2019-sPCP-25	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.022281118	0.435746428	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	0	7	0.090630942	0.001229815	0.456656877	0.014218244	11	0.090630942	0.456656877
5/31/2019-sPCP-26	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.024887052	0.46756182	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	0	13	0.089557022	0.001987901	0.482555236	0.003569246	11	0.089557022	0.482555236
5/31/2019-sPCP-27	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.02308789	0.426150255	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	0	24	0.090081507	0.001655315	0.46700919	0.040693374	11	0.090081507	0.46700919
5/31/2019-sPCP-28	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.022990085	0.449411761	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	0	8	0.077265976	0.001353839	0.46590261	0.002806065	11	0.077265976	0.46590261
5/31/2019-sPCP-29	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.02487724	0.454629502	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	1	40	0.099938445	0.000439387	0.473569191	0.004042948	11	0.099938445	0.473569191
5/31/2019-sPCP-30	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.024709575	0.460925535	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	0	13	0.093842786	0.001704111	0.476417894	0.003053894	11	0.093842786	0.476417894
5/31/2019-sPCP-31	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.021188242	0.45781787	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	1	80	0.091121167	0.002276498	0.477725393	0.002055044	11	0.091121167	0.477725393
5/31/2019-sPCP-32	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02	0.024405911	0.444203664	Jess	default	richards	OD600	0.023553389	0.001380548	0.449555854	0.013704412		0	1	20	0.09067746	0.000775321	0.466738175	0.005374638	11	0.09067746	0.466738175
11/15/2019-sCP-14	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									0	1	30	0.080493654	0.000501955	0.489985902	0.016633327	14	0.080493654	0.489985902
11/15/2019-sCP-15	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									0	0	23	0.078114939	0.00026975	0.482364837	0.002262913	14	0.078114939	0.482364837
11/15/2019-sCP-16	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									0	0	20	0.071770965	0.001520944	0.440699072	0.006377524	14	0.071770965	0.440699072
11/15/2019-sCP-17	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									0	1	30	0.073915408	0.000693244	0.481000564	0.010268856	14	0.073915408	0.481000564
11/15/2019-sCP-18	UE3.152.09.D02 & UE3.152.09.M02	UE3.152.09.D02 & UE3.152.09.M02Jess	Dev_Mev	D9_M9	UE3.152.09.D02	UE3	152	9	D02	UE3.152.09.M02	UE3	152	9	M02			Jess									0	0	32	0.048441695	0.000414851	0.470284444	0.00319456	14	0.048441695	0.470284444
8/20/2019-sPOD-09	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	21	0.085386826	0.000491145	0.45627413	0.001548922	15	0.085386826	0.45627413
8/20/2019-sPOD-10	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	16	0.076435654	0.000509153	0.497940786	0.011649193	15	0.076435654	0.497940786
8/20/2019-sPOD-11	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	10	0.111583847	0.001726174	0.474238494	0.002269195	15	0.111583847	0.474238494
8/20/2019-sPOD-12	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	16	0.081961843	0.000971564	0.472860194	0.002190622	15	0.081961843	0.472860194
8/20/2019-sPOD-13	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	41	0.104624501	0.001454466	0.45880444	0.003091244	15	0.104624501	0.45880444
8/20/2019-sPOD-14	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	26	0.084915086	0.001547186	0.458374923	0.009285474	15	0.084915086	0.458374923
8/20/2019-sPOD-15	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	22	0.101561352	0.000998239	0.4729906	0.00353966	15	0.101561352	0.4729906
8/20/2019-sPOD-16	UE3.152.03.D03 & UE3.152.03.M03	UE3.152.03.D03 & UE3.152.03.M03Jess	Dev_Mev	D3_M3	UE3.152.03.D03	UE3	152	3	D03	UE3.152.03.M03	UE3	152	3	M03			Jess									0	0	20	0.09068194	0.000587329	0.476599692	0.004416049	15	0.09068194	0.476599692
5/6/2019-sAP-01	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028864815	0.466768632	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	36	0.119419643	0.008004804	0.505538	0.032633007	7	0.119419643	0.505538
5/6/2019-sAP-02	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029047814	0.488914789	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	23	0.111889392	0.003285651	0.510762	0.010760052	7	0.111889392	0.510762
5/6/2019-sAP-03	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.030505265	0.473231816	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	39	0.138633387	0.009299588	0.49975	0.022051036	7	0.138633387	0.49975
5/6/2019-sAP-04	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029236793	0.466061969	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	26	0.126469431	0.002689319	0.49542	0.013044692	7	0.126469431	0.49542
5/6/2019-sAP-06	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028551645	0.469711526	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	26	0.104286045	0.002277901	0.493186	0.004093566	7	0.104286045	0.493186
5/6/2019-sAP-07	UE3.152.03.D03 & UE3.152.09.M03	UE3.152.03.D03 & UE3.152.09.M03Jess	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.031420208	0.477585757	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753		0	0	20	0.132302012	0.002890877	0.503654	0.004041315	7	0.132302012	0.503654
