ID	pair	pairing_type	inter_vs_intra	dvh	D.line	D.generation	D.epd	D.colony	mmp	M.line	M.generation	M.epd	M.colony	rate	yield	source	used.model	picked.model	measure	avg.rate	sd.rate	avg.yield	sd.yield
559	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.010017439	0.366827978	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
560	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.00989879	0.405833039	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
561	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.006402184	0.36374063	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
562	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.00856505	0.369078769	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
563	DvH Anc. (D2) & UE3.152.09.M02	Dan_Mev	D0_M9	AN.02.D.NA	AN	2	D	An	UE3.152.09.M02	UE3	152	9	M02	0.007295596	0.350076098	Jess	spline	spline	OD600	0.009217502	0.002863578	0.364295543	0.019362448
16	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.029829882	0.461487844	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
17	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.032981819	0.458598019	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
18	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.033253485	0.479257931	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
19	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.032141822	0.452641633	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
20	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.03011344	0.467610105	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
43	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.029829882	0.461487844	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
44	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.032981819	0.458598019	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
45	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.033253485	0.479257931	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
46	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.032141822	0.452641633	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
47	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.03011344	0.467610105	Jess	richards	richards	OD600	0.03166409	0.001509941	0.463919107	0.009548815
70	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.022217878	0.469630212	Jess	logistic	logistic	OD600	0.025320857	0.003232221	0.469809081	0.010677056
71	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.029994766	0.462406041	Jess	logistic	logistic	OD600	0.025320857	0.003232221	0.469809081	0.010677056
72	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.027104018	0.484870947	Jess	logistic	logistic	OD600	0.025320857	0.003232221	0.469809081	0.010677056
73	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.024512855	0.457515553	Jess	logistic	logistic	OD600	0.025320857	0.003232221	0.469809081	0.010677056
74	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.022774768	0.474622653	Jess	logistic	logistic	OD600	0.025320857	0.003232221	0.469809081	0.010677056
97	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.023123373	0.475648348	Jess	gompertz	gompertz	OD600	0.026332108	0.003094035	0.47456273	0.011079888
98	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.030593286	0.46691472	Jess	gompertz	gompertz	OD600	0.026332108	0.003094035	0.47456273	0.011079888
99	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.028222276	0.489351628	Jess	gompertz	gompertz	OD600	0.026332108	0.003094035	0.47456273	0.011079888
100	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.025844768	0.460993372	Jess	gompertz	gompertz	OD600	0.026332108	0.003094035	0.47456273	0.011079888
101	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.023876835	0.47990558	Jess	gompertz	gompertz	OD600	0.026332108	0.003094035	0.47456273	0.011079888
124	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.025042216	0.501758524	Jess	spline	spline	OD600	0.026758816	0.00099772	0.510631478	0.014912053
125	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.026919265	0.489946311	Jess	spline	spline	OD600	0.026758816	0.00099772	0.510631478	0.014912053
126	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.027637208	0.528104364	Jess	spline	spline	OD600	0.026758816	0.00099772	0.510631478	0.014912053
127	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.027034188	0.515166836	Jess	spline	spline	OD600	0.026758816	0.00099772	0.510631478	0.014912053
128	UE3.152.03.D01 & UE3.152.09.M01	Dev_Mev	D3_M9	UE3.152.03.D01	UE3	152	3	D01	UE3.152.09.M01	UE3	152	9	M01	0.027161205	0.518181356	Jess	spline	spline	OD600	0.026758816	0.00099772	0.510631478	0.014912053
144	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.017772373	0.39290497	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
145	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020892987	0.387355745	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
146	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.015755959	0.410281604	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
147	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.024757793	0.403332322	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
148	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.036369724	0.369773355	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
149	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.026873119	0.392816657	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
150	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.02832365	0.350200474	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
167	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.017772373	0.39290497	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
168	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020892987	0.387355745	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
169	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.024757793	0.403332322	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
170	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.036369724	0.369773355	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
171	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.026873119	0.392816657	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
172	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.02832365	0.350200474	Jess	logistic	logistic	OD600	0.025831608	0.006162072	0.382730587	0.018474398
181	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020327863	0.392720254	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
182	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.024225359	0.387164718	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
183	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.015755959	0.410281604	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
184	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.028619406	0.403101402	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
185	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.033252053	0.392375483	Jess	gompertz	gompertz	OD600	0.022989433	0.007074966	0.399320844	0.009941291
194	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020029852	0.47392478	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
195	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.020494921	0.467494138	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
196	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.019529545	0.494080514	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
197	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.023048468	0.503609295	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
198	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.027812784	0.475365567	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
199	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.027598706	0.615560685	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
200	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.02238029	0.490317086	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
201	UE3.152.03.D02 & UE3.152.09.M02	Dev_Mev	D3_M9	UE3.152.03.D02	UE3	152	3	D02	UE3.152.09.M02	UE3	152	9	M02	0.023580927	0.458404033	Jess	spline	spline	OD600	0.023059437	0.003210426	0.497344512	0.050019015
202	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028864815	0.466768632	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
203	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029047814	0.488914789	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
204	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.030505265	0.473231816	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
205	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029236793	0.466061969	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
206	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029077141	0.456858037	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
207	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028551645	0.469711526	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
208	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.031420208	0.477585757	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
209	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029140212	0.450604404	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
210	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028864815	0.466768632	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
211	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029047814	0.488914789	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
212	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.030505265	0.473231816	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
213	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029236793	0.466061969	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
214	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029077141	0.456858037	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
215	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028551645	0.469711526	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
216	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.031420208	0.477585757	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
217	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.029140212	0.450604404	Jess	richards	richards	OD600	0.029480487	0.000936629	0.468717116	0.011474753
218	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.02380058	0.471686968	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
219	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.023310091	0.494890974	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
220	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.026030073	0.477311374	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
221	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024505558	0.470672092	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
222	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024964874	0.460963994	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
223	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.022546405	0.475439487	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
224	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.026090624	0.481919471	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
225	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024711479	0.454697706	Jess	logistic	logistic	OD600	0.024494961	0.001245189	0.473447758	0.012355967
226	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024877496	0.475187003	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
227	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024573179	0.498750693	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
228	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.027384391	0.480232176	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
229	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.025582505	0.474051843	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
230	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.025951949	0.464222322	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
231	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.023672304	0.479187109	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
232	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.027397891	0.484890938	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
233	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.025688595	0.457875404	Jess	gompertz	gompertz	OD600	0.025641039	0.001299857	0.476799686	0.012485802
234	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024741796	0.501526025	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
235	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.023876743	0.519603315	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
236	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.026884775	0.505040785	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
237	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024939291	0.499445023	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
238	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024399093	0.484560903	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
239	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024152216	0.501006258	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
240	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.028836572	0.507468319	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
241	UE3.152.03.D03 & UE3.152.09.M03	Dev_Mev	D3_M9	UE3.152.03.D03	UE3	152	3	D03	UE3.152.09.M03	UE3	152	9	M03	0.024738733	0.477756499	Jess	spline	spline	OD600	0.025321152	0.001687208	0.499550891	0.013096619
1	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022647797	0.474675744	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
2	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022061461	0.464355933	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
3	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.021472572	0.471500136	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
4	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.022435159	0.45816913	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
5	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023401686	0.487172757	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
6	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.024049708	0.491332136	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
7	UE3.152.09.D01 & UE3.152.09.M01	Dev_Mev	D9_M9	UE3.152.09.D01	UE3	152	9	D01	UE3.152.09.M01	UE3	152	9	M01	0.023566691	0.476497416	Jess	richards	richards	OD600	0.022748977	0.000824962	0.464882199	0.017598963
